date_ist,time_ist,location,lat,lon,temp_c,humidity,pressure_mb,windspeed_kph,condition_text,description,aqi_index,pm2_5,pm10,co,no2
01/01/2025,0:00,Anand Vihar,28.6469,77.316,8.1,100,995.4,2.9,Mainly clear,WMO Code 1,197,185.8,188.6,1907,56.7
01/01/2025,1:00,Anand Vihar,28.6469,77.316,7.7,100,994.7,3.2,Overcast,WMO Code 3,198,174.6,177.4,1669,44.8
01/01/2025,2:00,Anand Vihar,28.6469,77.316,7.5,100,994.3,4.5,Overcast,WMO Code 3,199,164.4,166.7,1493,34.6
01/01/2025,3:00,Anand Vihar,28.6469,77.316,7.8,99,994.1,6.0,Overcast,WMO Code 3,200,156.5,158.8,1401,26.7
01/01/2025,4:00,Anand Vihar,28.6469,77.316,7.3,100,993.8,6.8,Overcast,WMO Code 3,200,149.5,151.8,1372,20.6
01/01/2025,5:00,Anand Vihar,28.6469,77.316,7.6,99,993.9,7.3,Overcast,WMO Code 3,201,156.5,158.3,1387,33.3
01/01/2025,6:00,Anand Vihar,28.6469,77.316,8.1,99,994.7,4.8,Overcast,WMO Code 3,201,144.4,146.2,1486,31.4
01/01/2025,7:00,Anand Vihar,28.6469,77.316,8.0,99,995.2,4.0,Overcast,WMO Code 3,201,138.3,140.6,1629,28.7
01/01/2025,8:00,Anand Vihar,28.6469,77.316,8.4,99,995.7,6.5,Overcast,WMO Code 3,200,136.4,138.8,1683,26.0
01/01/2025,9:00,Anand Vihar,28.6469,77.316,9.4,97,996.3,8.0,Overcast,WMO Code 3,200,141.1,143.0,1556,23.3
01/01/2025,10:00,Anand Vihar,28.6469,77.316,11.3,89,996.3,8.8,Overcast,WMO Code 3,200,129.9,132.2,1338,20.5
01/01/2025,11:00,Anand Vihar,28.6469,77.316,13.1,81,995.9,8.1,Partly cloudy,WMO Code 2,200,122.5,125.3,1169,18.2
01/01/2025,12:00,Anand Vihar,28.6469,77.316,14.6,77,994.7,6.3,Clear sky,WMO Code 0,200,115.5,118.3,1079,15.4
01/01/2025,13:00,Anand Vihar,28.6469,77.316,15.8,73,993.5,6.2,Clear sky,WMO Code 0,200,108.7,111.8,1037,13.1
01/01/2025,14:00,Anand Vihar,28.6469,77.316,16.5,72,992.6,6.3,Clear sky,WMO Code 0,201,103.6,106.6,1085,14.1
01/01/2025,15:00,Anand Vihar,28.6469,77.316,16.9,70,992.3,6.9,Clear sky,WMO Code 0,201,99.4,102.7,1291,21.0
01/01/2025,16:00,Anand Vihar,28.6469,77.316,16.5,72,992.2,6.0,Clear sky,WMO Code 0,201,100.4,102.9,1586,31.3
01/01/2025,17:00,Anand Vihar,28.6469,77.316,14.9,80,992.2,4.7,Clear sky,WMO Code 0,202,148.5,151.8,1813,52.6
01/01/2025,18:00,Anand Vihar,28.6469,77.316,12.2,88,994.1,2.8,Clear sky,WMO Code 0,202,157.4,160.7,1910,55.0
01/01/2025,19:00,Anand Vihar,28.6469,77.316,11.4,90,994.4,3.6,Mainly clear,WMO Code 1,201,162.1,165.3,1939,58.0
01/01/2025,20:00,Anand Vihar,28.6469,77.316,10.9,92,994.7,4.0,Clear sky,WMO Code 0,200,167.6,170.4,1917,58.6
01/01/2025,21:00,Anand Vihar,28.6469,77.316,10.4,93,994.9,4.4,Clear sky,WMO Code 0,199,171.8,174.6,1833,55.1
01/01/2025,22:00,Anand Vihar,28.6469,77.316,10.1,94,994.6,4.8,Clear sky,WMO Code 0,198,175.1,178.3,1699,49.2
01/01/2025,23:00,Anand Vihar,28.6469,77.316,9.6,96,994.2,5.4,Clear sky,WMO Code 0,198,174.2,177.0,1573,42.6
01/01/2025,0:00,Connaught Place,28.6304,77.2177,8.2,100,993.8,1.8,Overcast,WMO Code 3,197,185.8,188.6,1645,56.7
01/01/2025,1:00,Connaught Place,28.6304,77.2177,7.8,99,993.2,2.5,Overcast,WMO Code 3,198,174.6,177.4,1551,44.8
01/01/2025,2:00,Connaught Place,28.6304,77.2177,7.6,99,992.8,3.9,Overcast,WMO Code 3,199,164.4,166.7,1478,34.6
01/01/2025,3:00,Connaught Place,28.6304,77.2177,7.8,98,992.6,5.3,Overcast,WMO Code 3,200,156.5,158.8,1418,26.7
01/01/2025,4:00,Connaught Place,28.6304,77.2177,7.6,98,992.4,5.9,Overcast,WMO Code 3,200,149.5,151.8,1379,20.6
01/01/2025,5:00,Connaught Place,28.6304,77.2177,7.9,98,992.5,6.7,Overcast,WMO Code 3,201,156.5,158.3,1377,33.3
01/01/2025,6:00,Connaught Place,28.6304,77.2177,8.1,97,993.2,3.7,Overcast,WMO Code 3,201,144.4,146.2,1458,31.4
01/01/2025,7:00,Connaught Place,28.6304,77.2177,8.1,96,993.6,4.0,Overcast,WMO Code 3,201,138.3,140.6,1577,28.7
01/01/2025,8:00,Connaught Place,28.6304,77.2177,8.6,96,994.2,5.9,Overcast,WMO Code 3,200,136.4,138.8,1615,26.0
01/01/2025,9:00,Connaught Place,28.6304,77.2177,9.3,96,994.7,8.1,Overcast,WMO Code 3,200,141.1,143.0,1494,23.3
01/01/2025,10:00,Connaught Place,28.6304,77.2177,11.0,90,994.9,8.5,Overcast,WMO Code 3,200,129.9,132.2,1294,20.5
01/01/2025,11:00,Connaught Place,28.6304,77.2177,13.1,81,994.5,8.6,Partly cloudy,WMO Code 2,200,122.5,125.3,1131,18.2
01/01/2025,12:00,Connaught Place,28.6304,77.2177,14.7,77,993.2,6.2,Clear sky,WMO Code 0,200,115.5,118.3,1034,15.4
01/01/2025,13:00,Connaught Place,28.6304,77.2177,15.9,73,992.1,6.2,Clear sky,WMO Code 0,200,108.7,111.8,974,13.1
01/01/2025,14:00,Connaught Place,28.6304,77.2177,16.7,71,991.2,6.5,Clear sky,WMO Code 0,201,103.6,106.6,992,14.1
01/01/2025,15:00,Connaught Place,28.6304,77.2177,17.0,69,990.9,7.4,Clear sky,WMO Code 0,201,99.4,102.7,1143,21.0
01/01/2025,16:00,Connaught Place,28.6304,77.2177,16.5,72,990.8,6.5,Clear sky,WMO Code 0,201,100.4,102.9,1370,31.3
01/01/2025,17:00,Connaught Place,28.6304,77.2177,14.8,80,990.8,5.2,Clear sky,WMO Code 0,202,148.5,151.8,1543,52.6
01/01/2025,18:00,Connaught Place,28.6304,77.2177,12.4,86,992.5,2.3,Clear sky,WMO Code 0,202,157.4,160.7,1605,55.0
01/01/2025,19:00,Connaught Place,28.6304,77.2177,11.6,89,992.9,3.2,Mainly clear,WMO Code 1,201,162.1,165.3,1613,58.0
01/01/2025,20:00,Connaught Place,28.6304,77.2177,11.1,90,993.2,3.1,Clear sky,WMO Code 0,200,167.6,170.4,1603,58.6
01/01/2025,21:00,Connaught Place,28.6304,77.2177,10.3,93,993.3,3.7,Clear sky,WMO Code 0,199,171.8,174.6,1587,55.1
01/01/2025,22:00,Connaught Place,28.6304,77.2177,9.6,95,993.1,4.3,Clear sky,WMO Code 0,198,175.1,178.3,1553,49.2
01/01/2025,23:00,Connaught Place,28.6304,77.2177,9.1,96,992.7,4.6,Clear sky,WMO Code 0,198,174.2,177.0,1504,42.6
01/01/2025,0:00,Dwarka,28.5882,77.0494,8.0,100,994.4,2.8,Overcast,WMO Code 3,197,193.7,197.0,1724,74.2
01/01/2025,1:00,Dwarka,28.5882,77.0494,7.8,100,993.9,3.0,Overcast,WMO Code 3,198,180.7,183.9,1585,58.6
01/01/2025,2:00,Dwarka,28.5882,77.0494,7.2,100,993.4,3.8,Overcast,WMO Code 3,199,167.6,170.4,1470,45.0
01/01/2025,3:00,Dwarka,28.5882,77.0494,7.0,100,993.2,4.7,Overcast,WMO Code 3,201,153.2,156.0,1387,33.8
01/01/2025,4:00,Dwarka,28.5882,77.0494,7.0,99,993.0,5.6,Overcast,WMO Code 3,202,141.6,144.4,1327,24.6
01/01/2025,5:00,Dwarka,28.5882,77.0494,7.3,99,993.1,6.5,Overcast,WMO Code 3,203,168.1,170.0,1288,46.3
01/01/2025,6:00,Dwarka,28.5882,77.0494,7.7,96,993.9,3.3,Overcast,WMO Code 3,204,152.7,155.1,1286,42.2
01/01/2025,7:00,Dwarka,28.5882,77.0494,7.9,96,994.4,4.8,Overcast,WMO Code 3,204,145.8,148.1,1306,36.3
01/01/2025,8:00,Dwarka,28.5882,77.0494,8.4,92,994.9,5.9,Overcast,WMO Code 3,203,136.0,138.8,1293,31.2
01/01/2025,9:00,Dwarka,28.5882,77.0494,9.1,96,995.5,8.7,Overcast,WMO Code 3,202,133.6,136.0,1217,27.7
01/01/2025,10:00,Dwarka,28.5882,77.0494,10.6,92,995.6,9.0,Overcast,WMO Code 3,202,128.1,130.9,1108,24.9
01/01/2025,11:00,Dwarka,28.5882,77.0494,12.9,81,995.1,9.0,Overcast,WMO Code 3,203,120.6,123.9,1011,22.2
01/01/2025,12:00,Dwarka,28.5882,77.0494,14.6,77,993.9,6.8,Clear sky,WMO Code 0,204,112.2,115.3,924,18.2
01/01/2025,13:00,Dwarka,28.5882,77.0494,15.9,73,992.8,6.8,Clear sky,WMO Code 0,204,103.8,107.1,848,14.4
01/01/2025,14:00,Dwarka,28.5882,77.0494,16.6,70,991.8,7.3,Clear sky,WMO Code 0,205,96.2,99.4,830,14.8
01/01/2025,15:00,Dwarka,28.5882,77.0494,16.8,70,991.6,8.0,Clear sky,WMO Code 0,205,92.4,95.5,908,22.5
01/01/2025,16:00,Dwarka,28.5882,77.0494,16.2,72,991.5,7.1,Clear sky,WMO Code 0,205,93.4,95.9,1044,34.3
01/01/2025,17:00,Dwarka,28.5882,77.0494,14.5,80,991.6,6.3,Mainly clear,WMO Code 1,205,149.0,152.7,1169,61.5
01/01/2025,18:00,Dwarka,28.5882,77.0494,12.1,86,993.1,3.3,Clear sky,WMO Code 0,205,162.5,165.8,1264,64.2
01/01/2025,19:00,Dwarka,28.5882,77.0494,11.4,89,993.4,4.6,Clear sky,WMO Code 0,204,165.8,169.0,1349,67.7
01/01/2025,20:00,Dwarka,28.5882,77.0494,10.6,91,993.9,4.6,Mainly clear,WMO Code 1,202,167.6,170.4,1416,68.6
01/01/2025,21:00,Dwarka,28.5882,77.0494,10.2,93,994.0,5.0,Mainly clear,WMO Code 1,200,168.6,171.8,1468,65.4
01/01/2025,22:00,Dwarka,28.5882,77.0494,9.9,94,993.7,5.4,Mainly clear,WMO Code 1,199,170.9,174.2,1503,59.7
01/01/2025,23:00,Dwarka,28.5882,77.0494,9.6,95,993.4,6.0,Mainly clear,WMO Code 1,198,170.4,173.2,1505,52.6
01/01/2025,0:00,Okhla Phase III,28.5273,77.2618,8.6,100,992.4,4.1,Clear sky,WMO Code 0,197,193.7,197.0,1645,74.2
01/01/2025,1:00,Okhla Phase III,28.5273,77.2618,8.2,100,991.7,4.4,Overcast,WMO Code 3,198,180.7,183.9,1456,58.6
01/01/2025,2:00,Okhla Phase III,28.5273,77.2618,7.7,100,991.2,5.1,Overcast,WMO Code 3,199,167.6,170.4,1324,45.0
01/01/2025,3:00,Okhla Phase III,28.5273,77.2618,7.5,100,991.0,7.1,Overcast,WMO Code 3,201,153.2,156.0,1268,33.8
01/01/2025,4:00,Okhla Phase III,28.5273,77.2618,7.4,100,990.8,8.5,Overcast,WMO Code 3,202,141.6,144.4,1269,24.6
01/01/2025,5:00,Okhla Phase III,28.5273,77.2618,7.3,100,990.8,9.0,Overcast,WMO Code 3,203,168.1,170.0,1297,46.3
01/01/2025,6:00,Okhla Phase III,28.5273,77.2618,8.4,100,991.8,5.2,Overcast,WMO Code 3,204,152.7,155.1,1372,42.2
01/01/2025,7:00,Okhla Phase III,28.5273,77.2618,8.4,100,992.2,5.2,Overcast,WMO Code 3,204,145.8,148.1,1474,36.3
01/01/2025,8:00,Okhla Phase III,28.5273,77.2618,8.8,98,992.7,8.1,Overcast,WMO Code 3,203,136.0,138.8,1515,31.2
01/01/2025,9:00,Okhla Phase III,28.5273,77.2618,9.7,95,993.2,9.3,Overcast,WMO Code 3,202,133.6,136.0,1440,27.7
01/01/2025,10:00,Okhla Phase III,28.5273,77.2618,12.1,84,993.4,9.4,Partly cloudy,WMO Code 2,202,128.1,130.9,1305,24.9
01/01/2025,11:00,Okhla Phase III,28.5273,77.2618,13.6,80,993.0,7.8,Partly cloudy,WMO Code 2,203,120.6,123.9,1188,22.2
01/01/2025,12:00,Okhla Phase III,28.5273,77.2618,14.9,75,991.8,7.2,Clear sky,WMO Code 0,204,112.2,115.3,1093,18.2
01/01/2025,13:00,Okhla Phase III,28.5273,77.2618,16.0,72,990.7,6.2,Clear sky,WMO Code 0,204,103.8,107.1,1017,14.4
01/01/2025,14:00,Okhla Phase III,28.5273,77.2618,16.8,69,989.8,6.6,Clear sky,WMO Code 0,205,96.2,99.4,1022,14.8
01/01/2025,15:00,Okhla Phase III,28.5273,77.2618,17.0,69,989.5,7.0,Clear sky,WMO Code 0,205,92.4,95.5,1177,22.5
01/01/2025,16:00,Okhla Phase III,28.5273,77.2618,16.5,72,989.4,6.7,Clear sky,WMO Code 0,205,93.4,95.9,1413,34.3
01/01/2025,17:00,Okhla Phase III,28.5273,77.2618,14.9,80,989.4,5.6,Clear sky,WMO Code 0,205,149.0,152.7,1595,61.5
01/01/2025,18:00,Okhla Phase III,28.5273,77.2618,12.1,88,991.1,3.6,Clear sky,WMO Code 0,205,162.5,165.8,1666,64.2
01/01/2025,19:00,Okhla Phase III,28.5273,77.2618,11.5,90,991.3,4.2,Clear sky,WMO Code 0,204,165.8,169.0,1683,67.7
01/01/2025,20:00,Okhla Phase III,28.5273,77.2618,11.2,91,991.8,4.5,Clear sky,WMO Code 0,202,167.6,170.4,1673,68.6
01/01/2025,21:00,Okhla Phase III,28.5273,77.2618,11.1,91,991.9,5.8,Clear sky,WMO Code 0,200,168.6,171.8,1642,65.4
01/01/2025,22:00,Okhla Phase III,28.5273,77.2618,10.8,92,991.6,6.6,Clear sky,WMO Code 0,199,170.9,174.2,1586,59.7
01/01/2025,23:00,Okhla Phase III,28.5273,77.2618,10.4,93,991.3,7.1,Mainly clear,WMO Code 1,198,170.4,173.2,1519,52.6
01/01/2025,0:00,Rohini,28.7041,77.1025,7.4,100,993.3,3.6,Overcast,WMO Code 3,197,185.8,188.6,1887,56.7
01/01/2025,1:00,Rohini,28.7041,77.1025,7.3,100,992.8,3.3,Overcast,WMO Code 3,198,174.6,177.4,1707,44.8
01/01/2025,2:00,Rohini,28.7041,77.1025,7.0,99,992.3,4.1,Overcast,WMO Code 3,199,164.4,166.7,1562,34.6
01/01/2025,3:00,Rohini,28.7041,77.1025,7.2,99,992.1,5.2,Overcast,WMO Code 3,200,156.5,158.8,1470,26.7
01/01/2025,4:00,Rohini,28.7041,77.1025,6.9,100,991.8,6.1,Overcast,WMO Code 3,200,149.5,151.8,1413,20.6
01/01/2025,5:00,Rohini,28.7041,77.1025,7.2,99,991.9,6.7,Overcast,WMO Code 3,201,156.5,158.3,1385,33.3
01/01/2025,6:00,Rohini,28.7041,77.1025,7.2,100,992.7,4.5,Overcast,WMO Code 3,201,144.4,146.2,1414,31.4
01/01/2025,7:00,Rohini,28.7041,77.1025,7.1,100,993.0,5.2,Overcast,WMO Code 3,201,138.3,140.6,1472,28.7
01/01/2025,8:00,Rohini,28.7041,77.1025,7.8,100,993.7,6.8,Overcast,WMO Code 3,200,136.4,138.8,1473,26.0
01/01/2025,9:00,Rohini,28.7041,77.1025,8.8,97,994.3,8.6,Overcast,WMO Code 3,200,141.1,143.0,1357,23.3
01/01/2025,10:00,Rohini,28.7041,77.1025,10.8,89,994.5,9.1,Overcast,WMO Code 3,200,129.9,132.2,1184,20.5
01/01/2025,11:00,Rohini,28.7041,77.1025,13.2,81,994.0,8.2,Clear sky,WMO Code 0,200,122.5,125.3,1045,18.2
01/01/2025,12:00,Rohini,28.7041,77.1025,15.1,75,992.8,7.0,Clear sky,WMO Code 0,200,115.5,118.3,959,15.4
01/01/2025,13:00,Rohini,28.7041,77.1025,16.2,71,991.5,7.2,Clear sky,WMO Code 0,200,108.7,111.8,907,13.1
01/01/2025,14:00,Rohini,28.7041,77.1025,17.0,68,990.7,7.8,Clear sky,WMO Code 0,201,103.6,106.6,920,14.1
01/01/2025,15:00,Rohini,28.7041,77.1025,17.0,67,990.4,8.3,Clear sky,WMO Code 0,201,99.4,102.7,1040,21.0
01/01/2025,16:00,Rohini,28.7041,77.1025,16.5,71,990.4,7.0,Clear sky,WMO Code 0,201,100.4,102.9,1224,31.3
01/01/2025,17:00,Rohini,28.7041,77.1025,14.8,79,990.4,6.3,Clear sky,WMO Code 0,202,148.5,151.8,1378,52.6
01/01/2025,18:00,Rohini,28.7041,77.1025,11.8,87,992.0,3.4,Mainly clear,WMO Code 1,202,157.4,160.7,1471,55.0
01/01/2025,19:00,Rohini,28.7041,77.1025,10.6,92,992.4,4.3,Clear sky,WMO Code 0,201,162.1,165.3,1534,58.0
01/01/2025,20:00,Rohini,28.7041,77.1025,9.9,94,992.7,4.6,Clear sky,WMO Code 0,200,167.6,170.4,1562,58.6
01/01/2025,21:00,Rohini,28.7041,77.1025,9.4,95,992.9,4.8,Clear sky,WMO Code 0,199,171.8,174.6,1544,55.1
01/01/2025,22:00,Rohini,28.7041,77.1025,9.1,97,992.5,5.0,Partly cloudy,WMO Code 2,198,175.1,178.3,1491,49.2
01/01/2025,23:00,Rohini,28.7041,77.1025,8.9,97,992.2,5.6,Mainly clear,WMO Code 1,198,174.2,177.0,1434,42.6
01/01/2025,0:00,IGI Airport,28.5562,77.1,8.0,100,991.6,2.8,Overcast,WMO Code 3,197,193.7,197.0,1688,74.2
01/01/2025,1:00,IGI Airport,28.5562,77.1,7.8,100,991.1,3.0,Overcast,WMO Code 3,198,180.7,183.9,1594,58.6
01/01/2025,2:00,IGI Airport,28.5562,77.1,7.2,100,990.7,3.8,Overcast,WMO Code 3,199,167.6,170.4,1512,45.0
01/01/2025,3:00,IGI Airport,28.5562,77.1,7.0,100,990.5,4.7,Overcast,WMO Code 3,201,153.2,156.0,1439,33.8
01/01/2025,4:00,IGI Airport,28.5562,77.1,7.0,99,990.3,5.6,Overcast,WMO Code 3,202,141.6,144.4,1378,24.6
01/01/2025,5:00,IGI Airport,28.5562,77.1,7.3,99,990.3,6.5,Overcast,WMO Code 3,203,168.1,170.0,1348,46.3
01/01/2025,6:00,IGI Airport,28.5562,77.1,7.7,96,991.1,3.3,Overcast,WMO Code 3,204,152.7,155.1,1386,42.2
01/01/2025,7:00,IGI Airport,28.5562,77.1,7.9,96,991.6,4.8,Overcast,WMO Code 3,204,145.8,148.1,1455,36.3
01/01/2025,8:00,IGI Airport,28.5562,77.1,8.4,92,992.2,5.9,Overcast,WMO Code 3,203,136.0,138.8,1467,31.2
01/01/2025,9:00,IGI Airport,28.5562,77.1,9.1,96,992.7,8.7,Overcast,WMO Code 3,202,133.6,136.0,1364,27.7
01/01/2025,10:00,IGI Airport,28.5562,77.1,10.6,92,992.9,9.0,Overcast,WMO Code 3,202,128.1,130.9,1203,24.9
01/01/2025,11:00,IGI Airport,28.5562,77.1,12.9,81,992.4,9.0,Overcast,WMO Code 3,203,120.6,123.9,1068,22.2
01/01/2025,12:00,IGI Airport,28.5562,77.1,14.6,77,991.2,6.8,Clear sky,WMO Code 0,204,112.2,115.3,973,18.2
01/01/2025,13:00,IGI Airport,28.5562,77.1,15.9,73,990.1,6.8,Clear sky,WMO Code 0,204,103.8,107.1,904,14.4
01/01/2025,14:00,IGI Airport,28.5562,77.1,16.6,70,989.2,7.3,Clear sky,WMO Code 0,205,96.2,99.4,906,14.8
01/01/2025,15:00,IGI Airport,28.5562,77.1,16.8,70,988.9,8.0,Clear sky,WMO Code 0,205,92.4,95.5,1031,22.5
01/01/2025,16:00,IGI Airport,28.5562,77.1,16.2,72,988.8,7.1,Clear sky,WMO Code 0,205,93.4,95.9,1226,34.3
01/01/2025,17:00,IGI Airport,28.5562,77.1,14.5,80,988.9,6.3,Mainly clear,WMO Code 1,205,149.0,152.7,1380,61.5
01/01/2025,18:00,IGI Airport,28.5562,77.1,12.1,86,990.4,3.3,Clear sky,WMO Code 0,205,162.5,165.8,1443,64.2
01/01/2025,19:00,IGI Airport,28.5562,77.1,11.4,89,990.7,4.6,Clear sky,WMO Code 0,204,165.8,169.0,1464,67.7
01/01/2025,20:00,IGI Airport,28.5562,77.1,10.6,91,991.1,4.6,Mainly clear,WMO Code 1,202,167.6,170.4,1476,68.6
01/01/2025,21:00,IGI Airport,28.5562,77.1,10.2,93,991.3,5.0,Mainly clear,WMO Code 1,200,168.6,171.8,1495,65.4
01/01/2025,22:00,IGI Airport,28.5562,77.1,9.9,94,991.0,5.4,Mainly clear,WMO Code 1,199,170.9,174.2,1504,59.7
01/01/2025,23:00,IGI Airport,28.5562,77.1,9.6,95,990.6,6.0,Mainly clear,WMO Code 1,198,170.4,173.2,1488,52.6
02/01/2025,0:00,Anand Vihar,28.6469,77.316,9.3,96,993.5,5.9,Clear sky,WMO Code 0,197,167.6,170.4,1469,35.3
02/01/2025,1:00,Anand Vihar,28.6469,77.316,8.9,97,992.8,5.3,Mainly clear,WMO Code 1,197,163.0,165.8,1373,27.3
02/01/2025,2:00,Anand Vihar,28.6469,77.316,8.7,97,992.5,6.2,Mainly clear,WMO Code 1,197,157.9,160.7,1306,21.0
02/01/2025,3:00,Anand Vihar,28.6469,77.316,8.4,98,992.4,7.3,Overcast,WMO Code 3,196,151.8,154.6,1263,17.0
02/01/2025,4:00,Anand Vihar,28.6469,77.316,8.4,98,992.2,7.8,Overcast,WMO Code 3,196,146.7,149.5,1248,14.6
02/01/2025,5:00,Anand Vihar,28.6469,77.316,8.8,98,992.5,8.9,Overcast,WMO Code 3,196,147.1,149.9,1298,15.3
02/01/2025,6:00,Anand Vihar,28.6469,77.316,8.6,98,993.4,7.8,Overcast,WMO Code 3,196,143.4,146.7,1479,19.6
02/01/2025,7:00,Anand Vihar,28.6469,77.316,8.5,98,993.7,7.6,Overcast,WMO Code 3,196,146.7,150.4,1725,25.4
02/01/2025,8:00,Anand Vihar,28.6469,77.316,9.7,95,994.6,9.0,Partly cloudy,WMO Code 2,196,148.1,151.8,1865,28.4
02/01/2025,9:00,Anand Vihar,28.6469,77.316,11.6,90,995.5,6.3,Partly cloudy,WMO Code 2,196,149.5,152.7,1804,26.2
02/01/2025,10:00,Anand Vihar,28.6469,77.316,13.4,83,995.7,5.5,Mainly clear,WMO Code 1,197,139.2,143.9,1638,21.2
02/01/2025,11:00,Anand Vihar,28.6469,77.316,15.1,77,995.2,5.4,Overcast,WMO Code 3,197,129.5,134.6,1488,17.0
02/01/2025,12:00,Anand Vihar,28.6469,77.316,16.5,73,994.3,6.0,Overcast,WMO Code 3,197,118.5,123.9,1358,13.7
02/01/2025,13:00,Anand Vihar,28.6469,77.316,17.6,69,993.4,6.7,Partly cloudy,WMO Code 2,197,107.1,112.9,1244,11.2
02/01/2025,14:00,Anand Vihar,28.6469,77.316,18.3,66,992.7,7.6,Overcast,WMO Code 3,197,100.4,105.7,1253,12.5
02/01/2025,15:00,Anand Vihar,28.6469,77.316,18.4,66,992.6,7.9,Overcast,WMO Code 3,197,97.8,102.4,1486,20.6
02/01/2025,16:00,Anand Vihar,28.6469,77.316,17.9,71,992.7,5.7,Overcast,WMO Code 3,197,100.8,104.3,1842,32.6
02/01/2025,17:00,Anand Vihar,28.6469,77.316,16.0,79,992.5,4.4,Overcast,WMO Code 3,197,131.3,136.4,2121,50.7
02/01/2025,18:00,Anand Vihar,28.6469,77.316,13.6,83,993.6,4.4,Overcast,WMO Code 3,197,144.4,148.5,2239,55.9
02/01/2025,19:00,Anand Vihar,28.6469,77.316,13.2,84,993.7,4.7,Overcast,WMO Code 3,196,155.5,159.7,2280,63.1
02/01/2025,20:00,Anand Vihar,28.6469,77.316,12.4,86,993.9,4.7,Overcast,WMO Code 3,196,169.0,173.2,2292,68.0
02/01/2025,21:00,Anand Vihar,28.6469,77.316,11.9,88,994.1,3.8,Overcast,WMO Code 3,196,182.5,187.2,2293,68.9
02/01/2025,22:00,Anand Vihar,28.6469,77.316,11.2,90,994.4,3.0,Overcast,WMO Code 3,196,194.6,198.8,2266,67.6
02/01/2025,23:00,Anand Vihar,28.6469,77.316,10.5,93,993.9,2.7,Overcast,WMO Code 3,197,196.5,200.2,2206,64.7
02/01/2025,0:00,Connaught Place,28.6304,77.2177,8.9,96,991.9,4.7,Clear sky,WMO Code 0,197,167.6,170.4,1427,35.3
02/01/2025,1:00,Connaught Place,28.6304,77.2177,8.6,97,991.3,4.6,Clear sky,WMO Code 0,197,163.0,165.8,1335,27.3
02/01/2025,2:00,Connaught Place,28.6304,77.2177,8.4,97,991.0,5.4,Partly cloudy,WMO Code 2,197,157.9,160.7,1271,21.0
02/01/2025,3:00,Connaught Place,28.6304,77.2177,8.5,97,990.9,7.0,Overcast,WMO Code 3,196,151.8,154.6,1242,17.0
02/01/2025,4:00,Connaught Place,28.6304,77.2177,8.3,97,990.7,7.8,Overcast,WMO Code 3,196,146.7,149.5,1241,14.6
02/01/2025,5:00,Connaught Place,28.6304,77.2177,8.6,98,991.0,9.1,Overcast,WMO Code 3,196,147.1,149.9,1288,15.3
02/01/2025,6:00,Connaught Place,28.6304,77.2177,8.4,98,991.9,7.5,Overcast,WMO Code 3,196,143.4,146.7,1433,19.6
02/01/2025,7:00,Connaught Place,28.6304,77.2177,8.4,97,992.3,7.0,Overcast,WMO Code 3,196,146.7,150.4,1625,25.4
02/01/2025,8:00,Connaught Place,28.6304,77.2177,9.8,93,993.2,9.6,Overcast,WMO Code 3,196,148.1,151.8,1732,28.4
02/01/2025,9:00,Connaught Place,28.6304,77.2177,11.5,90,994.0,6.6,Overcast,WMO Code 3,196,149.5,152.7,1677,26.2
02/01/2025,10:00,Connaught Place,28.6304,77.2177,13.3,84,994.3,5.6,Mainly clear,WMO Code 1,197,139.2,143.9,1535,21.2
02/01/2025,11:00,Connaught Place,28.6304,77.2177,15.1,78,993.8,5.5,Partly cloudy,WMO Code 2,197,129.5,134.6,1404,17.0
02/01/2025,12:00,Connaught Place,28.6304,77.2177,16.5,72,992.9,6.4,Overcast,WMO Code 3,197,118.5,123.9,1283,13.7
02/01/2025,13:00,Connaught Place,28.6304,77.2177,17.6,68,992.0,7.0,Overcast,WMO Code 3,197,107.1,112.9,1173,11.2
02/01/2025,14:00,Connaught Place,28.6304,77.2177,18.2,65,991.3,7.6,Overcast,WMO Code 3,197,100.4,105.7,1165,12.5
02/01/2025,15:00,Connaught Place,28.6304,77.2177,18.3,65,991.2,7.9,Overcast,WMO Code 3,197,97.8,102.4,1344,20.6
02/01/2025,16:00,Connaught Place,28.6304,77.2177,17.8,70,991.3,5.4,Overcast,WMO Code 3,197,100.8,104.3,1626,32.6
02/01/2025,17:00,Connaught Place,28.6304,77.2177,15.8,79,991.1,4.6,Overcast,WMO Code 3,197,131.3,136.4,1855,50.7
02/01/2025,18:00,Connaught Place,28.6304,77.2177,13.7,81,992.2,3.1,Overcast,WMO Code 3,197,144.4,148.5,1969,55.9
02/01/2025,19:00,Connaught Place,28.6304,77.2177,13.1,83,992.1,3.2,Overcast,WMO Code 3,196,155.5,159.7,2030,63.1
02/01/2025,20:00,Connaught Place,28.6304,77.2177,12.5,85,992.5,3.0,Overcast,WMO Code 3,196,169.0,173.2,2061,68.0
02/01/2025,21:00,Connaught Place,28.6304,77.2177,11.8,88,992.7,2.9,Overcast,WMO Code 3,196,182.5,187.2,2070,68.9
02/01/2025,22:00,Connaught Place,28.6304,77.2177,10.9,91,992.8,3.5,Overcast,WMO Code 3,196,194.6,198.8,2051,67.6
02/01/2025,23:00,Connaught Place,28.6304,77.2177,10.1,94,992.3,2.9,Overcast,WMO Code 3,197,196.5,200.2,2006,64.7
